Uniquekey,category,matched_chat_text,Skill,pred_val_bert,pred_val_llm_skill,pred_val_llm_skill_desc,subprocess,group,confidence,reasoning
0dea693abb754d71c2b2b82a21e7eac8,complex,"""When we receive a positive example, how do the specific and general boundaries update, and why do they move in opposite directions?""",Version Spaces,Analyze,Understand,Understand,Explaining,lower_order,high,"The student asks how S and G update and why they move oppositely, which is an explanatory question about algorithm dynamics."
d05150ddc00ad23205f0c3ea0f98e19a,complex,How do the specific and general boundaries interact to converge on a final concept? What determines when the algorithm has finished learning?,Version Spaces,Analyze,Analyze,Analyze,Organizing,mid_order,high,"The question asks how two boundary sets interact and relate to converge, which requires organizing their roles and relationships."
6468494c4606e6ded34dba21fe802cb3,critical,"""What happens to the version spaces algorithm if it receives contradictory training examples — for instance, two identical examples where one is labeled positive and the other negative?""",Version Spaces,Analyze,Analyze,Analyze,Attributing,mid_order,high,"The student asks about the effect of contradictory labels on Version Spaces, which requires analysis of inconsistencies and consequences."
b5fbfb1ad5bf0720abdccd73bb6b1b30,critical,Does the version spaces algorithm assume that the target concept can always be represented as a conjunction of features? When would this assumption cause it to fail?,Version Spaces,Apply,Analyze,Analyze,Attributing,mid_order,high,"The question probes underlying assumptions and when they lead to failure, which requires analyzing conditions that cause breakdowns."
2b1375cabf091d497001b66de1a4337c,creative,"""Could version spaces be combined with case-based reasoning, where past examples are stored and retrieved to help initialize or refine the boundaries more efficiently?""",Version Spaces,Create,Create,Create,Generating,higher_order,medium,Proposing a hybrid of Version Spaces and case-based reasoning requires generating a novel methodological combination and its rationale.
d797771348e96b54402110fefb8e397d,creative,What if we modified the version spaces algorithm to handle a confidence score instead of a binary positive/negative label — how might the generalization and specialization steps change?,Version Spaces,Apply,Create,Create,Generating,higher_order,high,Proposing how to modify the algorithm for continuous confidence scores asks for novel design ideas and generated changes to procedures.
c2008d95b5e01ef13faf7da5cbc626d0,basic,"""What is constraint propagation, and what does it do?""",Constraint Propagation,Remember,Remember,Understand,Explaining,lower_order,high,This is a request for a definition and explanation of the concept of constraint propagation.
3b6b3737386ec5d2ae329485462f53a5,basic,"""When a value is removed from a variable’s domain, how does that affect neighboring variables through constraints?""",Constraint Propagation,Analyze,Understand,Understand,Inferring,lower_order,high,"The student asks to infer the local effects of domain pruning on neighboring variables, which is an inferential explanation of propagation."
66320b8d214d99b00605234dd26ec18d,complex,"""Given a constraint graph with multiple variables and domains, how does constraint propagation proceed step-by-step to enforce consistency across all variables?""",Constraint Propagation,Apply,Apply,Apply,Executing,mid_order,high,"The question requests a step-by-step enactment of constraint propagation across a graph, which is procedural application."
df92c96df6ad5c3903eb82f95f60ca8c,complex,"""Why does constraint propagation sometimes require multiple iterations to stabilize, and how do we know when the process is complete?""",Constraint Propagation,Analyze,Understand,Understand,Inferring,lower_order,high,"The question asks why multiple iterations may be needed and how to detect completion, requiring inferential explanation of process dynamics."
cef9ab865a946b33074dbbfe43b1a457,critical,"""What are the limitations of constraint propagation in solving constraint satisfaction problems, and when is it insufficient on its own?""",Constraint Propagation,Understand,Evaluate,Evaluate,Critiquing,higher_order,high,"The student asks for limitations and when the method is insufficient, which requires critique of its capabilities."
378d326f89c470f4609d2ea0c18ce64d,critical,"""Can constraint propagation ever lead to incorrect conclusions or eliminate valid solutions? If so, under what conditions?""",Constraint Propagation,Apply,Evaluate,Evaluate,Critiquing,higher_order,high,"The student asks whether constraint propagation can eliminate valid solutions and under what conditions, requiring critical assessment of limitations."
7e10882d22111dd40d521e56f292666d,creative,How could constraint propagation be extended to handle dynamic problems where constraints or domains change over time?,Constraint Propagation,Apply,Create,Create,Planning,higher_order,high,Extending the technique to dynamic problems asks for designing new mechanisms and planning adaptations to handle changing constraints.
776d50e0c4c869e90927732891cc9538,creative,""" If constraint propagation were applied to real-world problems like scheduling or natural language processing, what challenges would arise?\n""",Constraint Propagation,Apply,Evaluate,Evaluate,Critiquing,higher_order,high,Assessing real-world challenges of applying constraint propagation requires critical evaluation of practical limitations.
14ea6fed0510c617fa7f49d494aa43b8,basic,What is means-ends analysis?,Means-Ends Analysis,Remember,Remember,Remember,Recalling,lower_order,high,"The student asks for the definition of means-ends analysis, a recall task."
fa22aae56a5a686626e32f0f8dba728c,basic,How do you determine the distance between the current state and the goal state in means-ends analysis?,Means-Ends Analysis,Apply,Understand,Apply,Implementing,mid_order,high,Determining the distance metric in means-ends analysis asks for a method to implement to measure difference between states.
8e0c0de56dcc0c8b805c616cf010967b,complex,Why in means-ends analysis do we find the difference between the goal state and the current state>,Means-Ends Analysis,Analyze,Understand,Understand,Explaining,lower_order,high,"The question asks for the rationale behind finding differences between goal and current state, which is explanatory."
bbcafbc881f7d2133b5517cd62ac9641,complex,"""Let's say I want to find a flight to get me from Japan to Turkey, what would be the first step of applying using means-ends analysis?""",Means-Ends Analysis,Create,Apply,Apply,Executing,mid_order,high,Asking for the first step in applying means-ends analysis to finding a flight is a request to execute the initial procedure.
242e2eb817d4b6b9073cdd452bec00d9,critical,What happens when the greedy approach doesn’t work for means-ends analysis anymore?,Means-Ends Analysis,Apply,Analyze,Analyze,Attributing,mid_order,medium,"They ask what happens when a greedy approach fails, which requires analyzing causes and alternative behaviors."
7bae83441af78bd76c34f8ab56d177bb,critical,What if the goal state is defined by a multiple of variables and they are sometimes in conflict with one another? How would means-analysis work in this scenario?,Means-Ends Analysis,Apply,Analyze,Analyze,Organizing,mid_order,medium,"They ask how means-ends analysis handles multiple conflicting goal variables, requiring organizing trade-offs and relationships."
8f0b71b9d94540fbb4f7cfbdbb663b5a,creative,How would I use means-ends analysis on trying to get a SWE job?,Means-Ends Analysis,Apply,Apply,Apply,Implementing,mid_order,high,"They request applying means-ends analysis to achieve a SWE job, which requires implementing the method in a concrete scenario."
41d03861a24531f0e1d0144653af6293,creative,How would I use means-ends analysis on how to colonize mars?\n\n\n,Means-Ends Analysis,Apply,Create,Create,Planning,higher_order,high,Applying means-ends analysis to colonizing Mars asks the student to construct a plan using the method.
3c1bfd4f1444a52d92e0d32422d60511,basic,Can you explain what default values are in Frames?,Frames,Remember,Understand,Understand,Explaining,lower_order,high,"They request an explanation of what default values are in frames, a conceptual understanding of the construct."
4d94f56d93bb60f453e7b9ae846d4b0c,basic,Explain what slots and fillers of a Frame is.,Frames,Understand,Understand,Understand,Explaining,lower_order,high,Explaining slots and fillers is a request for conceptual clarification of frame components.
d62d46348d6ea40bbbf0858d3b4f41e7,complex,"""I want to create a Frame for a given situation. After creating the Frame and populating the slots with default values, what should I do?""",Frames,Create,Apply,Apply,Implementing,mid_order,high,"They ask what concrete next steps to take after creating and populating a frame, which is an implementation question."
5eb82f0686cecb43fb13c07128796373,complex,"""I've instantiated a basic frame with nodes, and I populated each node with default values. How do I establish links/edges between each node?""",Frames,Apply,Apply,Apply,Implementing,mid_order,high,"The user asks how to establish links/edges after instantiating a frame, which is a procedural implementation step."
f7fe4bad7db1212cee53e683d71c7bc2,critical,What should I do if a Frame doesn't have all the slots I need to represent the object faithfully and completely?,Frames,Apply,Apply,Create,Planning,higher_order,medium,Deciding how to handle missing slots in a frame requires planning how to extend or revise the representation.
9d7e57098864dcd78e02b1c31f138a6f,creative,"""Could we adapt Frames to be a generalization of semantic networks? If so, how?""",Frames,Create,Create,Create,Planning,higher_order,medium,Adapting frames to generalize semantic networks requires planning a design that integrates or extends representations.
1ba46b124f58b27e259fbe3695813f55,creative,"""How can cases in case based reasoning be represented as frames? In case based reasoning, it is often required to retrieve past cases using a similarity metric. Describe a concrete similarity metric between two instantiations of a frame concept, where the slots in the given frame concept have fixed types and guaranteed to either be a finite discrete random variable, a continuous random variable, or another Frame with the same constraints.""",Frames,Understand,Create,Create,Generating,higher_order,high,Designing a concrete similarity metric for frames with mixed slot types requires creating domain-specific functions.
5caccbdae22b3046440ce164cb959523,complex,"""Will case-based reasoning be strong enough to tackle harder adaptation like a new filtering logic, not just the same filter with new input list? For example, “Filter a list to keep only numbers not divisible by three, preserving order”.""",Case-Based Reasoning,Create,Evaluate,Evaluate,Critiquing,higher_order,high,"They ask whether CBR is strong enough for harder adaptations, requiring critical assessment of the method's capabilities."
17c720f9ee211c5e0553280430b0143d,complex,"""In Evaluation and Storage, do we store fail solutions too (to not use it again in the future) or is it a waste of space?""",Case-Based Reasoning,Create,Evaluate,Evaluate,Checking,higher_order,high,"Asking whether to store failed solutions involves weighing costs and benefits, an evaluative judgment."
01f5b2c78532e9fcde8d519cdcf43217,critical,"""For the map example, there are millions possible starting point and destinations. This results in trillions possible trips. How do case-based reasoning account for that? Does it just save every possible routes?""",Case-Based Reasoning,Apply,Understand,Analyze,Organizing,mid_order,medium,"The student asks how CBR handles combinatorial explosion in routes, which requires explaining organizational/scaling strategies."
cd4294c4c0a161c5767bdd3da261e0b0,critical,Can adaptation and evaluation step stuck in an infinite loop like how gradient descent can stuck in local minima?,Case-Based Reasoning,Apply,Analyze,Analyze,Attributing,mid_order,high,Asking whether adaptation/evaluation can get stuck in infinite loops requires analysis of algorithmic dynamics and causes of non-termination.
5974b3bc0f15b6c97df661955244d3f3,creative,"""How does case-based reasoning deal with true infinity or near infinite value? For example, how would you tackle a question """"Is there a positive integer x such that x^4 divides by 3 leaves a remainder of 2?"""" (Note that there are infinite positive integers.)""",Case-Based Reasoning,Apply,Analyze,Analyze,Organizing,mid_order,medium,"The question asks how CBR handles infinite domains and what strategies organize reasoning over infinite instances, an analysis of approach."
552c264d04e064b8524806e31c23c788,basic,What is the main goal of Version Spaces,Version Spaces,Remember,Remember,Remember,Recalling,lower_order,high,"The question asks for the main goal of Version Spaces, which is retrieval of a core definitional concept."
eb58010586453b0c75ab754464d4a0bf,basic,What does it mean to generalize or specialize a hypothesis in Version Spaces,Version Spaces,Understand,Understand,Understand,Explaining,lower_order,high,The question requests a conceptual explanation of what generalize and specialize mean in Version Spaces.
9244a0934715e554a8a0bd2c5860338b,complex,"""If a new example is positive, how do the specific boundary and general boundary change step by step""",Version Spaces,Analyze,Understand,Apply,Executing,mid_order,high,"The student requests a step-by-step account of how S and G change for a positive example, a procedural execution of the algorithm."
67645a28681ffe4fef7cce6faa659078,complex,"""How do I decide whether to generalize, specialize, or remove a hypothesis after seeing new evidence""",Version Spaces,Evaluate,Understand,Apply,Implementing,mid_order,high,"Deciding whether to generalize, specialize, or remove a hypothesis is a procedural decision applied to new evidence."
fcf6e3855d632a3fbbe93a253c6132ff,critical,When does Version Spaces become hard to use or unreliable in real problems,Version Spaces,Analyze,Evaluate,Evaluate,Critiquing,higher_order,high,"They ask about conditions where Version Spaces becomes unreliable, requiring critique of limitations and failure modes."
f244c294eb623d5098fe7bae09580a29,critical,"""What assumptions does Version Spaces make about the training examples, and what happens if those assumptions are violated""",Version Spaces,Analyze,Understand,Understand,Explaining,lower_order,high,"They ask for the assumptions of Version Spaces and consequences of violations, an explanatory conceptual question."
3f57d474a72cc3bce0eaa7c98e2d9238,creative,How could Version Spaces be adapted if attributes were continuous instead of simple discrete values,Version Spaces,Apply,Create,Create,Planning,higher_order,high,"Adapting Version Spaces to continuous attributes requires designing new representations and methods, a planning task."
233c5ea59bff8fd957a34fb81426c89f,creative,How might Version Spaces be used in a real-world task like filtering job candidates or classifying emails,Version Spaces,Apply,Apply,Apply,Implementing,mid_order,high,"The student requests applying Version Spaces to concrete real-world tasks, which is an implementation/application question."
7850a110e544aa226d8a06c6b03a270d,basic,What is the high-level definition of the generate and test?,Generate & Test,Remember,Remember,Remember,Recalling,lower_order,high,Requesting a high-level definition of generate-and-test is a straightforward factual recall task.
3d40a66ed54cf47f1f8a7eae4ead5d6b,basic,What is the exit condition for a generate and test loop?\n,Generate & Test,Remember,Remember,Remember,Recalling,lower_order,high,Asking for the exit condition of a generate-and-test loop is a request for a basic procedural definition.
737418b91930e3a196691be32143a61c,complex,"""How does the relationship between the generator and the tester change when you have a """"dumb"""" generator versus a """"smart"""" generator?\n""",Generate & Test,Analyze,Understand,Understand,Comparing,lower_order,high,Explaining how the generator/tester relationship changes with a dumb versus smart generator is a comparative conceptual task.
3a546cb87dad244744cf1c6a4c25495b,complex,When would a generate and test approach be better than a more different problem solving method like means ends analysis?\n,Generate & Test,Analyze,Evaluate,Evaluate,Checking,higher_order,high,Comparing when generate-and-test is preferable to means-ends analysis requires evaluating trade-offs between methods under different conditions.
85a61a43bbdb90801c66254079bf924e,critical,"""What is the combinatorial explosion problem in generate and test, and at what point does this problem become so big that it is infeasible for a given problem?\n""",Generate & Test,Understand,Understand,Analyze,Organizing,mid_order,medium,Explaining combinatorial explosion and when it becomes infeasible requires analyzing how the search space grows and organizing complexity thresholds.
447df1374c340b19033d17bdc4ce7d56,critical,How would the generate and test procedure need to change if the tester was probabilistic and only right say 80% of the time?\n,Generate & Test,Apply,Create,Apply,Implementing,mid_order,high,"The student asks how to modify the generate-and-test procedure for a probabilistic tester, which requires applying changes to the procedure to handle uncertainty."
0ae5e3a7834d831b3c1d2a2f72b6289d,creative,"""How could we enhance the generate and test approach to include a """"learning"""" component so that if the generator ever produces a failed candidate, we avoid producing that same failed candidate in a future session?\n""",Generate & Test,Create,Create,Create,Generating,higher_order,high,Proposing an enhancement that learns from failed candidates requires generating a novel algorithmic component to modify the generator.
e06a741cd2036075bb0e3de2fece1971,creative,Imagine a scenario where the tester is extremely expensive to run. How should we re-design our system to minimize the total number of tests performed without missing the optimal solution?\n,Generate & Test,Create,Create,Create,Planning,higher_order,high,Designing a system to minimize expensive tests without missing the optimum requires planning a modified search/testing strategy.
ca15c360ee870416840dacba829a089e,basic,Could you explain the difference between the retrieving phase and the reusing phase in Case-Based Reasoning?,Case-Based Reasoning,Analyze,Understand,Understand,Explaining,lower_order,high,"The student requests clarification of the difference between two phases, which is a conceptual explanation task."
5e21718603de012f3620c1641d0cd618,basic,"""When trying to find a past case, how exactly does it define or measure the """"similarity"""" metric?""",Case-Based Reasoning,Analyze,Understand,Understand,Explaining,lower_order,high,"The question requests an explanation of how similarity is defined or measured, a conceptual clarification."
0e0ceb874edd78f2225d55b237936795,complex,How do the steps of case adaptation and evaluation interact if the newly adapted solution ends up failing when we try to apply it?,Case-Based Reasoning,Analyze,Analyze,Analyze,Organizing,mid_order,medium,"The student asks how adaptation and evaluation steps interact upon failure, which requires analyzing and organizing process feedback loops."
2d29f5195d7320d29e9f0cfbb09f53de,complex,"""Walk me through the multi-step reasoning process where once a past case is retrieved, how do I decide which specific adaptation method  to apply to it?""",Case-Based Reasoning,Apply,Analyze,Apply,Implementing,mid_order,medium,"The student asks for a multi-step decision process to choose an adaptation method, requiring procedural application of selection criteria."
aca10c29447ea3b01bc65522b5bea3d3,critical,"""What is the exact failure condition for this method? For example, what happens to the CBR process if the case library has absolutely no relevant cases for the new problem?""",Case-Based Reasoning,Analyze,Analyze,Analyze,Attributing,mid_order,high,"The student asks for the method's failure condition and its effects, requiring analysis of causes and consequences."
7d4acabf7c51bfaa84fc577d96fa5557,critical,"""Isn't there a major risk of retaining bad knowledge? How does the """"Retain"""" phase handle assumptions or prevent the system from storing a flawed adaptation that might ruin future retrievals?""",Case-Based Reasoning,Apply,Evaluate,Evaluate,Critiquing,higher_order,high,"The student asks about risks of retaining flawed knowledge and how retain-phase handles assumptions, demanding critical evaluation and critique."
74d2fa765b70300473faebaf6385a646,creative,"""What if we applied Case-Based Reasoning to a creative domain, like software development? How would the adapt phase work if I retrieved a past case written in Python but my current problem requires a solution in JavaScript?""",Case-Based Reasoning,Apply,Apply,Apply,Implementing,mid_order,medium,"The student asks how to adapt a retrieved solution from one programming language to another, requiring applied adaptation strategies."
d7629b1be736e2bb12c35cb460670be2,creative,"""Could you combine Case-Based Reasoning with other KBAI methods? For example, what if we used Rule-Based Systems to govern or improve the revise step of a CBR agent?""",Case-Based Reasoning,Create,Create,Create,Generating,higher_order,high,"The question asks about combining methods and designing hybrid approaches, which requires generating novel integrations."
4d39e7fa68669bfdd5e953c20c17dffd,basic,What is the goal of constraint propagation in problem solving?,Constraint Propagation,Remember,Remember,Understand,Explaining,lower_order,high,Asking for the goal of constraint propagation requests an explanation of its purpose in problem solving.
0c2f2f4d672c107e533ad1d57560d150,basic,"""What does it mean to propagate a constraint across variables? """,Constraint Propagation,Create,Understand,Understand,Explaining,lower_order,high,"The question asks for the meaning of propagating a constraint across variables, which requires an explanatory definition."
2fe03766696520503e759d3f2fd38800,complex,"""Walk me through how constraint propagation updates variable domains step-by-step when a new constraint is introduced. """,Constraint Propagation,Understand,Apply,Apply,Executing,mid_order,high,Walking through step-by-step domain updates is a request to execute the procedural application of constraint propagation.
0f73a1322429a98d4dd94b2eadbc2828,complex,"""How does constraint propagation interact with other problem-solving methods like generate-and-test? """,Constraint Propagation,Analyze,Understand,Analyze,Organizing,mid_order,high,Explaining how constraint propagation interacts with other methods requires analyzing and organizing relationships between techniques.
ee60826e9bb1303a0f22e8db03fcebfb,critical,"""What kinds of problems does constraint propagation struggle with or fail to solve efficiently? """,Constraint Propagation,Analyze,Evaluate,Analyze,Differentiating,mid_order,high,Identifying problem types where propagation fails requires distinguishing characteristics and analyzing applicability.
d50e0e7858bcf8ddfbfd2ac770dfa7cd,critical,What assumptions does constraint propagation make about constraints and variables?,Constraint Propagation,Analyze,Analyze,Understand,Explaining,lower_order,high,"The student asks for the underlying assumptions, which requires explaining the meaning and constraints of the method."
565299c926e3741734c69e38cd96c864,creative,How could constraint propagation be applied to solving Raven’s Progressive Matrices problems?,Constraint Propagation,Apply,Apply,Apply,Implementing,mid_order,high,Applying constraint propagation to a new domain (Raven's matrices) requires describing how to implement the method there.
35d7dafbf6a01b90aac54ea63e4d5e21,creative,What would change if constraints were probabilistic or uncertain instead of strict?,Constraint Propagation,Analyze,Analyze,Analyze,Attributing,mid_order,high,"The student asks how behavior changes under probabilistic constraints, requiring analysis of how uncertainty affects propagation."
5d3ae401c6898d9e08dbba1c0676c1ef,basic,"""What is an equivalence class in this lesson, and why is it useful for an intelligent agent?""",Classification,Remember,Understand,Understand,Explaining,lower_order,high,"They ask for the definition and usefulness of an equivalence class, which requires conceptual explanation."
7fd75d8124dcd661faa910acc7e7ab59,basic,How does grouping percepts into equivalence classes make action selection more efficient than storing one action for every possible percept combination?,Classification,Apply,Understand,Understand,Explaining,lower_order,high,Requesting how grouping into equivalence classes improves efficiency is an explanation of the concept's mechanism.
b71c80b31022c9b154018569f3c82bf4,complex,"""Why does classification break one very large percept-action table into many smaller and more manageable parts, and how does that change the way the agent reasons?""",Classification,Analyze,Understand,Understand,Explaining,lower_order,high,Duplicate: asking why classification breaks up the table and how reasoning changes requests conceptual explanation.
88eb857d183109f91ebf79e9087f174c,critical,What could go wrong if the agent places two percept patterns into the same equivalence class even though they should lead to different actions?,Classification,Apply,Evaluate,Evaluate,Critiquing,higher_order,high,"They ask what could go wrong if two patterns are misclassified together, which requires evaluating negative outcomes and risks."
cd9102009724bea008d6fdd1e7da962b,critical,Are there situations where using equivalence classes oversimplifies the problem and causes the agent to lose important information?,Classification,Analyze,Evaluate,Evaluate,Critiquing,higher_order,high,"They ask whether equivalence classes can oversimplify and cause information loss, requiring critique of the approach."
8c79ba0c8ac86ca1668da6e147b0fa68,creative,"""How could the idea of equivalence classes be applied to a real-world AI system such as self-driving cars, medical diagnosis, or fraud detection?\n""",Classification,Create,Apply,Apply,Implementing,mid_order,high,Mapping equivalence classes to real-world systems asks for applying the concept to concrete domains and implementations.
2c2f1ce05ef34483ab583e230b6b9946,creative,"""What would happen if an agent used multiple layers of equivalence classes, starting with broad concepts and then refining them into more specific subclasses before choosing an action?\n""",Classification,Apply,Analyze,Analyze,Organizing,mid_order,high,Predicting consequences of multilayer equivalence classes requires analyzing and organizing how layers interact and affect decisions.
d6fb9ade8909e5bd5821b7a47e3f6d47,creative,"""In Version Spaces II, I selected “Specialize” for the example [Kim’s, Lunch, Friday, Cheap, no], but it was marked incorrect. Why is “Specialize” the wrong step here?""",Version Spaces,Understand,Analyze,Analyze,Attributing,mid_order,high,"The student asks why 'Specialize' is wrong in a Version Spaces example, which requires analysis of the boundary update and attribution of the mistake."
de6a98cbfef935338efaa27aad91c9b3,creative,"""Given the current S boundary [Kim’s, Breakfast, Friday, Cheap, no], how should the hypothesis change after seeing [Kim’s, Lunch, Friday, Cheap, no]?""",Version Spaces,Analyze,Apply,Apply,Implementing,mid_order,high,Asking how the S boundary should change after seeing a new example requires applying the Version Spaces update to produce the new hypothesis.
35e813a4ceff19287c218214efefcd01,creative,What rule tells us when to generalize S versus specialize G in the Version Spaces algorithm?,Version Spaces,Understand,Remember,Remember,Recalling,lower_order,high,"The student requests the specific rule used to decide generalize vs specialize, which is recalling a stated algorithmic rule."
394c61d78c166be621f273885cabe52e,creative,"""In the Gibberish Sentences exercise, I selected choices 2, 3, and 6, but they were incorrect. Can you explain why these sentences are not grammatically correct?""",Constraint Propagation,Analyze,Analyze,Analyze,Attributing,mid_order,high,Explaining why sentences are not grammatically correct requires analyzing sentence structure and attributing specific constraint violations.
a09d5336f43f5c9603352c71bbcda1ce,creative,"""After eliminating choices 2, 3, and 6, how should I reason through the remaining sentences to determine which one or ones are grammatically correct?\n""",Constraint Propagation,Analyze,Apply,Analyze,Organizing,mid_order,high,"After eliminating options, the student asks how to reason through remaining cases, which requires organizing constraints and elimination steps."
38311f377051066bc4b4fcf217223b8f,basic,Does a version space always needs to start with a positive example?,Version Spaces,Analyze,Understand,Remember,Recalling,lower_order,high,"The student asks whether a version space must start with a positive example, a factual procedural question about initialization."
91712239c62359c9b93490ea89f4f547,basic,Can the specific model ever go back to being more specific or can the general model ever go back to being more general?,Version Spaces,Apply,Understand,Understand,Explaining,lower_order,high,"The student asks whether S and G can revert toward more specificity or generality, requiring explanation of version-space dynamics."
b9f15bbadee8d2e8a0e29eeec402bf16,complex,How do version spaces relate to case-based reasoning? Are version spaces a process of applying case-based reasoning?,Version Spaces,Analyze,Understand,Analyze,Comparing,mid_order,high,"The student asks how version spaces relate to case-based reasoning and whether one is a form of the other, requiring comparison of approaches."
e795d98c89681617675f76519f312021,complex,"""How do we know once we've narrowed down our version space enough? Do we look at the current layout of the frame, even if there are other variables at play that we don't know about?""",Version Spaces,Analyze,Evaluate,Evaluate,Checking,higher_order,medium,"The question asks how to judge when a version space is sufficiently narrowed, which requires applying criteria to make a judgment."
2b585fe308e31f6610565ab8aacbc45e,critical,Is it possible for a positive sample to be so specific that it requires no other examples to solve the model's understanding of a concept?,Version Spaces,Apply,Analyze,Analyze,Attributing,mid_order,high,"The student asks whether a single highly specific positive sample can suffice, requiring analysis of how specificity affects learning."
bf1c8ff8a20ae1b3f12fff243cdaeac2,critical,Is it possible for specifics not to be made and for the number of possible models to increase at too large of a rate for feasible use for some problems?,Version Spaces,Apply,Evaluate,Evaluate,Checking,higher_order,high,"The student asks whether lack of specifics can cause combinatorial explosion and infeasibility, which is a scalability judgment against criteria."
58b45f71d5b5bace0708b7689370f13e,creative,"""If there was a model that only had to keep track of one variable, would it be solved during the first positive example? Would this concept only allow one positive variable choice?""",Version Spaces,Apply,Analyze,Analyze,Attributing,mid_order,high,"The student asks whether a one-variable model is solved by the first positive example, which requires analyzing consequences of limited variable space."
a5d2d94f62480e87afba90a0d5fd1cca,creative,Is it possible for an example to be evaluated if not all of the variables are accounted for? Since a positive example that is missing the positive variable may be misattributed?,Version Spaces,Analyze,Analyze,Analyze,Attributing,mid_order,high,"The question probes evaluation with incomplete variable information and potential misattribution, requiring analysis of attribution errors."
66c38372b44c60dee8c1ad79d2a89331,basic,"""""""What are goals, states, and operators in the Planning skill, and how do they relate to each other?""""\n\n""",Planning,Remember,Understand,Analyze,Organizing,mid_order,high,"They ask how goals, states, and operators relate, which requires organizing and explaining the relationships among components."
8cd580676c3c5b9c317dd502bfc8a13b,basic,"""What is Partial Order Planning, and how does it differ from linear planning?""",Planning,Analyze,Understand,Understand,Comparing,lower_order,high,"They request a definition of partial order planning and how it differs from linear planning, a comparative understanding task."
778ed251416902b27a4dc0cfa8e88220,complex,How does detecting conflicts and resolving open preconditions work together in building a partial order plan?,Planning,Apply,Analyze,Analyze,Organizing,mid_order,high,"They ask how conflict detection and precondition resolution interact in building a plan, which requires organizing process interactions."
da066018b29b970ae7dd45e8e3b942f1,critical,What are the limitations of Partial Order Planning and under what conditions would it fail to find a valid plan or be computationally intractable?,Planning,Create,Evaluate,Evaluate,Critiquing,higher_order,high,"They ask about limitations and failure conditions of partial order planning, which requires evaluation against computational and domain criteria."
b3ed4ecc09c1eff4bf68bcae38d457c4,critical,Does Hierarchical Task Network planning always guarantee an optimal solution? What assumptions does it make that would cause it to fail?,Planning,Evaluate,Evaluate,Evaluate,Critiquing,higher_order,high,"They ask whether HTN guarantees optimality and which assumptions cause failure, requiring critical evaluation of the method."
4fb759e1c57b857c2fef551950cbfa5b,creative,"""Could Partial Order Planning be applied to a real-world task like planning a software development project? What would the operators, states, and goals look like?""",Planning,Apply,Apply,Apply,Implementing,mid_order,high,"They ask how to map partial order planning concepts to a real-world software project, an application of planning constructs."
d5ccda949f49d7f14ec0bda9442763bc,basic,What role do prepositions play in this?,Understanding,Understand,Understand,Understand,Explaining,lower_order,high,"The question requests an explanation of the function of prepositions in sentences, which is conceptual understanding."
7b95a1f4784cfa2adc578f9df6fa2a9f,basic,What does ontology mean again in AI?,Understanding,Remember,Remember,Remember,Recalling,lower_order,high,"The question asks for the meaning of 'ontology' in AI, a request for a factual definition."
a3a099c7cbcfd6ae8a9d3a68dbed2a79,complex,How do I create the ontology of something? Once I do how do I apply it to the actual sentence? How do I make sure that I am going down the right path?,Understanding,Create,Create,Create,Planning,higher_order,high,"Creating an ontology and applying it to sentences requires planning steps for design, mapping, and validation."
4791c66bfea46aed98586bfda3cd3047,complex,Let's say I am given this same sentence in real life. How do I break it down? What words are important what words are not? How do I know that?,Understanding,Analyze,Understand,Apply,Executing,mid_order,high,"The student asks for a practical method to break down a real-life sentence and identify important words, which is a procedural parsing task."
cbc655804ae1424dfedf3c39ebe282e0,critical,"""How does the thematic role work for incomplete sentences? What if I say """"Ashok make pancake, David ate""""""",Understanding,Analyze,Understand,Understand,Explaining,lower_order,high,"The student asks how thematic role assignment works with incomplete sentences, seeking an explanation of the mechanism and its limitations."
02af023b2e64bd723206d9002fa13f35,critical,"""In a dynamic real-world environment where verbs evolve or have slang, how does the system distinguish between a violation of an error and a new knowledge, especially if the ontology is static?""",Understanding,Analyze,Analyze,Analyze,Attributing,mid_order,medium,"The student asks how a system distinguishes error from new knowledge in a changing environment, which requires analyzing causes and criteria for attribution."
bcfc6a79366882f024ccf71df77e73b4,creative,"""If we were to extend this thematic role processor to a robot with visual sensors, how could we use perceptual """"anchors"""" to resolve verb ambiguity in real-time?""",Understanding,Apply,Create,Create,Generating,higher_order,high,Extending a processor to use perceptual anchors for ambiguity resolution requires generating design ideas for integration of perception and language.
3ccd88df4e8987018e1748d0c1e839f1,creative,"""What happens if we apply thematic role analysis to a sentence involving deception, where two parties have conflicting views of the event? Can multiple perspectives be contained in a frame?""",Understanding,Apply,Analyze,Analyze,Organizing,mid_order,high,The question about representing multiple perspectives and conflicting accounts requires analysis of how to organize frames to contain multiple viewpoints.
536453d8ee7d91e0f31e30663642acc7,basic,"""What is the goal of planning in AI, and how does it differ from simple problem solving?""",Planning,Analyze,Understand,Understand,Comparing,lower_order,high,"They ask what planning aims to achieve and how it differs from simple problem solving, which requires conceptual comparison."
e6e7bbf450443ad288f39d58230e3b99,complex,"""Given an initial state and a goal state, how does a planner decide which sequence of operators to apply, especially when multiple paths are possible?""",Planning,Analyze,Analyze,Analyze,Organizing,mid_order,high,"The question asks how a planner selects sequences among many paths, requiring analysis of search strategies, heuristics, and trade-offs."
